date,open,high,low,close,volume,main_news
2013-06-04,434.3589,435.7303,427.462,429.9796,3733157,"A Feature Film, Starring Google: In “The Internship,” a comedy movie starring Vince Vaughn and Owen Wilson as Google interns, Google’s products and perks make cameo appearances and some lines sound as if they were written by the marketing department."
2013-06-05,431.6863,435.1597,428.9936,430.2799,4208973,
2013-06-06,432.5822,433.5982,424.0336,432.7523,5152857,"Laurel and Hardy in Google’s Toyland: In “The Internship,” set in a mock-up of Google’s headquarters, Vince Vaughn and Owen Wilson play analog guys thrust into a digital world."
2013-06-07,435.6452,440.44,433.0927,440.3049,5342795,"Vince Vaughn and Owen Wilson Arrive in Silicon Valley: When the stars of the comedy “The Internship” arrived at Google to shoot the movie, they were forced to adjust to some quirks of Silicon Valley culture."
2013-06-10,441.491,445.9455,440.4851,445.5551,4670835,"Google Close to Acquiring Waze, a Rival in Maps: The search giant, already a powerhouse in maps, is negotiating to buy the largely Israeli company for more than $1 billion, people familiar with the discussions say. Waze, which relies on GPS tracking and traffic reports from its users, would give..."
2013-06-11,442.427,443.9435,440.1998,440.3449,3511453,"Google Expands Its Boundaries, Buying Waze for $1 Billion: After weeks of talks Google completed a deal to buy the Israeli social mapping start-up, which uses a combination of GPS tracking and contributions from its users about road conditions to help drivers navigate. Waze will remain a separate service ..."
2013-06-12,443.1727,443.443,435.2598,436.426,4405093,"Daily Report: Google, Facebook and Microsoft Ask to Reveal U.S. Data Requests: The technology companies asked the government for permission to reveal details about the classified requests they get for the personal information of foreign users, Claire Cain Miller reports in The New York Times."
2013-06-13,434.9245,440.2698,433.1827,438.9385,4135093,
2013-06-14,440.49,442.7923,437.5021,437.9575,4485457,
2013-06-17,440.0546,445.1597,439.5791,443.5681,4287768,"More Google Maps for Bikes: Google Maps has expanded its bike route directions to seven additional countries in Europe, including France, Germany, and Poland."
2013-06-18,444.7693,450.9505,444.6192,450.7603,4329191,Google Asks Secret Court for Permission to Publish National Security Request Data: Google escalated its pressure on the government to permit it to publish more detailed data about the requests it receives for the information of foreign users.
2013-06-19,451.1357,455.8754,449.1988,450.7903,5825958,"Daily Report: Google Acquisition of Waze May Draw More U.S. Attention: Google may have pushed the boundaries of the law in its Waze deal, but the question is whether the government will push back, Steven M. Davidoff writes in The New York Times."
2013-06-20,447.442,450.9505,442.0967,442.8124,6737253,"In Head-Hunting, Big Data May Not Be Such a Big Deal: Laszlo Bock, senior vice president of people operations at Google, says some data is essentially worthless in assessing job candidates: G.P.A.’s, for instance, and test scores."
2013-06-21,444.6142,445.3849,436.9715,440.9055,7956472,
2013-06-24,436.3759,438.5982,432.0566,435.3299,6027497,
2013-06-25,439.0686,440.2798,432.6873,433.5331,5101271,Fact Finder to European Court Backs Google in a Spanish Privacy Battle : An expert opinion requested by the Court of Justice said that a wish to eliminate embarrassing information is not sufficient reason to make Google remove public records from search results.
2013-06-26,437.3119,439.439,435.7203,437.2618,3658997,"F.T.C. Tells Search Engines to Label Advertising as Such: The Federal Trade Commission told Google, Bing and Yahoo among others to clarify what sort of material is coming up in search results."
2013-06-27,439.8394,442.7873,438.7633,438.9735,3849059,
2013-06-28,437.8875,441.3609,437.5326,440.6252,4693361,
2013-07-01,443.6682,446.486,442.9425,444.3839,3443061,Appeals Court’s Ruling Helps Google in Book-Scanning Lawsuit: The court says that a federal judge was too quick to allow authors to sue Google as a class.
2013-07-02,445.5451,445.9455,439.0736,441.5962,3779117,
2013-07-03,440.45,445.0296,439.6893,443.6582,2095161,
2013-07-05,445.45,448.1527,444.1137,447.1917,3400260,
2013-07-08,450.0546,453.5881,448.9905,452.9975,3934965,"Q&A: Avoiding Mobile Malware: Google’s Android system, the dominant mobile operating system, tends to have more problems with malicious software. But common sense can help avert them."
2013-07-09,455.9555,456.9315,449.439,453.0726,3923293,"Q&A: Setting Up Gmail Securely: Google’s two-step verification feature can help make your Gmail account more secure, but you may need to do a little extra work when setting up a new mail program to send and receive Gmail messages."
2013-07-10,452.1767,456.0231,450.6402,453.448,3411271,"A Better Google Maps App for Apple and Android Devices: New features include greater speed, better place and traffic information and offline maps."
2013-07-11,456.9565,460.8654,454.7143,460.5801,5162480,
2013-07-12,460.46,461.9615,458.0776,461.9615,5131083,"Google Executives Discuss YouTube, the Phone Business and Taxes: Unlike the usual practice of staying mum at the annual Allen & Company media and technology conference in Idaho, Google executives used a news conference to promote their business."
2013-07-15,462.6121,464.464,458.6382,462.8073,3916715,
2013-07-16,464.0286,464.449,457.4069,460.2638,3961942,"Google Said to Weigh Supplying TV Channels: The company has begun talks with major media companies about licensing TV channels, according to people with knowledge of the meetings."
2013-07-17,460.9605,463.8934,458.6082,459.7343,3008727,"In European Antitrust Fight, Google Needs to Appease Competitors: The European Commission said that Google’s proposal for addressing antitrust concerns did not go far enough and that the company would need to come up with a better plan."
2013-07-18,459.9545,460.46,452.0466,455.7953,7211592,"Google Results Show Struggle With Mobile: The second-quarter income announcement showed the desktop search business continued to slow, while ad prices fell."
2013-07-19,443.7483,451.9265,438.2428,448.7473,14703570,
2013-07-22,451.451,456.7913,448.9485,455.8053,5800599,
2013-07-23,455.8053,456.9565,450.2348,452.3519,4086567,
2013-07-24,454.0836,455.6051,450.8003,451.9015,4151405,"Today’s Scuttlebot: Chromecast and Painting With Windows ’95: The New York Times’s staff scours the Web for important and peculiar items. Wednesday’s selections include Google’s new streaming device, Chromecast, and a 97-year-old man who uses an 18-year-old version of Windows to create art."
2013-07-25,447.3819,448.8734,443.483,444.2939,5995870,"Google Debuts an Updated Nexus 7 Tablet: The Nexus 7, Google’s less expensive rival to the iPad Mini, is lighter and faster than the original and was introduced a day after Apple reported declining iPad sales."
2013-07-26,443.9385,445.44,441.441,443.1177,3551790,
2013-07-29,442.8924,447.8574,440.8854,441.5761,3780304,"Verifying Gmail on the Road: If you do not have access to your cellphone for Gmail’s verification process, there is an option to print out a set of codes."
2013-07-30,443.1727,448.2528,440.8754,445.9055,3508124,"Apps That Know What You Want, Before You Do: Technology companies are rushing into predictive search, developing apps like Google Now that process digital clues to anticipate what users want to know."
2013-07-31,446.9415,448.7028,443.5331,444.3189,4341642,"Chromecast, Simply and Cheaply, Flings Web Video to TVs: Using Wi-Fi, the Google Chromecast makes Internet material watchable on a television for $35. Repeat, $35."
2013-08-01,447.9475,452.7273,447.9475,452.5621,4267479,"With Moto X, Google Enters a Crowded Marketplace: The search giant, which has stumbled in its forays into the hardware market, says its high-end Moto X smartphone has innovative voice controls."
2013-08-02,452.1717,453.9535,450.8604,453.7383,3424306,"Daily Report: A Google-Built Smartphone Enters a Crowded Field: After lackluster results selling devices made by other companies, Google is giving hardware another try — this time with a smartphone made by a company it owns."
2013-08-05,453.1477,453.2153,450.0496,452.9525,2616825,
2013-08-06,452.7973,455.3094,448.3129,448.7333,3009141,"The Moto X From Google, iPhone’s Latest Challenger: Google’s own Android phone offers five features that no phone has offered before, including a touchless mode."
2013-08-07,447.9675,449.6742,444.9895,445.7703,2756731,
2013-08-08,448.1927,448.3679,443.0901,446.7763,2973117,
2013-08-09,445.7253,448.2078,445.445,445.6502,2644677,Dr. Google Will See You Now: What do our Google searches tell us about depression?
2013-08-12,443.8934,443.9435,441.2658,443.1978,2751317,"Ways to Watch Live TV on a Laptop or Tablet: Also, how to spot phony text messages warning of a compromised Gmail account."
2013-08-13,443.8584,444.6943,438.5381,441.0656,2837087,
2013-08-14,439.6242,440.5551,434.0136,435.3399,4160234,
2013-08-15,432.6522,432.8925,429.429,430.2598,3737686,Why a Twitter I.P.O. Should Go Dutch: The modified Dutch auction that was used by Google founders Larry Page and Sergey Brin in its initial public offering successfully mitigated some of the hype Facebook couldn’t.
2013-08-16,431.0706,431.6512,428.6983,428.8825,3346827,"Trying to Make Google Glass Fashionable: Google Glass is being featured in a 12-page spread in Vogue’s September fashion issue. But that might not change the reality: while people who own Google Glass love the glasses for their technological prowess, they feel incredibly self-conscious w..."
2013-08-19,429.2839,436.436,429.1537,433.2578,3618232,
2013-08-20,434.6092,436.4911,432.2018,433.1427,2470048,"David J. Galullo: Mr. Galullo is the chief executive of Rapt Studios, a company based in San Francisco that designs corporate interiors for clients like Adobe, Google and the North Face."
2013-08-21,435.7603,438.893,433.6832,435.0997,3511155,The Voice-Off: Android vs. Siri: Is speech recognition better on smartphones running Google’s operating system or Apple’s? That depends on how it’s used.
2013-08-22,436.7864,437.8124,435.5601,437.2919,1738084,"Yahoo Surpasses Google in Web Traffic, Somehow: For the first time since 2011, Yahoo had more unique visitors in a month than any other Web property, but why that happened remains unclear."
2013-08-23,439.3539,439.439,435.3099,435.5401,2151834,Women at Google Looking Past the Glass Ceiling: Pioneering women behind Google Glass are trying to bridge the gap between the worlds of high fashion and high tech.
2013-08-26,435.435,437.8875,433.458,433.6282,2110258,
2013-08-27,430.2398,432.2969,424.3739,425.5001,3460148,
2013-08-28,425.5501,428.1327,424.3089,424.6993,2657159,"U.S. Government Issues Warning About Security on Android Phones: Google’s Android is the most widely used mobile software system in the world, and as a result it is becoming an increasingly big target for makers of malicious software, similar to Microsoft’s Windows. The American government has issued a warning ..."
2013-08-29,424.9595,430.6202,424.7193,428.1427,2739876,"Chinese Smartphone Maker Hires Google Executive: Xiaomi, which outsells Apple smartphones in China, hired Hugo Barra from Google, where he was vice president for the Android mobile operating system."
2013-08-30,428.3079,429.449,423.2028,423.8734,3719495,
2013-09-03,427.6072,433.5281,427.402,430.6202,4091181,"Microsoft-Nokia Could Woo Buyers Trading Up to Smartphones: Microsoft could help Nokia keep customers who are transitioning from lower-end feature phones, rather than let them escape to an Apple iPhone or Google Android ecosystem."
2013-09-04,430.6052,437.1868,428.0126,436.2528,4078388,
2013-09-05,437.1868,440.3799,436.2408,440.2198,2582619,
2013-09-06,441.6612,442.3319,437.3069,440.2298,3120390,"Google Introduces New Desktop Apps: Google’s new type of app gives it a path onto its competitors’ operating systems, an acknowledgment that people are not yet ready to live entirely online."
2013-09-09,442.3069,445.3199,441.6512,444.471,2466701,"Tech Companies Escalate Pressure on Government to Publish National Security Request Data: On Monday, Yahoo and Facebook filed suit in a secret court to ask for permission to publish data on the national security requests they receive, and Google and Microsoft amended the suits they had already filed."
2013-09-10,445.455,446.446,442.4421,444.7793,2572899,Opinion in Google Street View Privacy Case: A federal appeals court rejected Google’s bid to dismiss a lawsuit accusing it of violating a federal wiretap law when it collected data for its Street View program.
2013-09-11,444.7143,448.9335,443.483,448.5431,3218136,"Daily Report: Privacy Suit Against Google Will Continue: In a major legal setback for Google, a federal appeals court said on Tuesday that a lawsuit accusing the Internet giant of illegal wiretapping could proceed."
2013-09-12,449.1487,449.399,445.45,446.9785,2188741,
2013-09-13,447.6972,448.2878,442.8624,444.9785,2649123,
2013-09-16,448.5481,448.9485,442.8774,444.3239,2679542,"Exporting an iPhoto Library to Aperture: How to move photos from iPhoto to Aperture, and how to update a Google Calendar invitation."
2013-09-17,444.1487,444.6417,440.9405,443.4981,2516547,"Google Buys Bump, Maker of Apps for Sharing Photos and Files: Bump, which struggled to find its footing, provides Google with mobile and photo-sharing expertise."
2013-09-18,443.6182,452.437,441.9766,452.1117,3866699,"Tech Titans Form Biotechnology Company: Calico, a new start-up focusing on aging and illness, is run by Arthur D. Levinson, the former chief executive of Genentech, and financed by Google."
2013-09-19,453.448,453.448,448.1477,449.6442,3192527,
2013-09-20,449.6442,452.5171,448.2578,452.0066,8683934,
2013-09-23,448.5231,451.2458,443.0426,443.6932,3551333,
2013-09-24,443.6932,445.495,441.1407,443.8634,2937129,
2013-09-25,443.7183,443.7183,438.2378,439.0536,3299275,
2013-09-26,439.5892,441.8164,437.9375,439.5241,2517297,"Google Alters Search to Handle More Complex Queries: Google made one of the biggest-ever changes in its search engine, as part of a shift away from matching keywords on Web pages to understanding the meaning of search queries."
2013-09-27,437.8474,439.1988,436.0907,438.6332,2515129,
2013-09-30,434.9745,440.8604,434.5892,438.393,3443163,
2013-10-01,440.5651,444.2788,440.465,443.9455,3366200,"Facebook Now Allows Users to Search Timelines: Facebook said people can now search “status updates, photo captions, check-ins and comments” from both their own timelines and those of their friends, as the company continues to target Google and other search outlets."
2013-10-02,441.8064,445.1222,439.3489,444.439,2987680,Claims That Google Violates Gmail User Privacy: A federal judge last week refused to dismiss most of a lawsuit against Google over accusations that it improperly scanned the contents of e-mails in order to target ads.
2013-10-03,444.444,447.4971,436.486,438.483,4232991,
2013-10-04,437.9375,439.1937,435.435,436.6112,2713297,
2013-10-07,434.1587,437.432,432.4871,433.3029,2585249,
2013-10-08,433.0927,433.423,426.2408,427.2618,3894014,
2013-10-09,428.5681,431.7563,421.9115,428.3579,5297349,
2013-10-10,432.3519,434.8494,430.5351,434.5541,4513349,
2013-10-11,433.448,437.1767,433.0827,436.431,2815009,"Google to Sell Users’ Endorsements: A change in its terms of service would let Google include users’ names, photos and comments in ads across the Web."
2013-10-14,433.7633,438.5631,433.1277,438.4931,2484861,"How to Opt Out of Google’s Plan to Use Your Name and Comments in Ads: Google said it made it easy for users to opt out of its new plan for using their personal information in social ads, but some readers found the opt-out process to be confusing."
2013-10-15,438.3179,443.2578,437.437,441.446,3186368,"Tech Rivals Lay Down Arms for Youth Coding: Amazon, Microsoft, Apple and Google are encouraging schools, parents and teachers to introduce students to programming during Computer Science Education Week, which runs Dec. 9 to 15."
2013-10-16,443.3779,449.6142,442.447,449.4635,4019552,
2013-10-17,446.9415,448.8985,443.3079,444.8414,8504739,"Google Tops Estimates, but Prices of Ads Slide: Google impressed investors, but people’s changing behavior on mobile phones and even on desktops threatens the company’s main business."
2013-10-18,488.7783,508.2378,487.487,506.2097,23145371,"Google Stock Tops $1,000, Highlighting a Tech Divide: The shares closed up by a record 14 percent in another reminder that a handful of companies have taken control of the technology industry."
2013-10-21,506.2357,510.0095,500.2748,502.1517,7259073,"Rules Shielding Online Data From N.S.A. and Other Prying Eyes Advance in Europe: The regulations, if approved, could require American companies like Google and Yahoo to seek clearance before complying with United States warrants seeking private data."
2013-10-22,503.0025,507.0065,498.3934,504.0035,4418539,
2013-10-23,501.0005,517.8923,500.8153,516.2192,5329842,
2013-10-24,516.4509,520.8053,512.9124,513.2878,4182126,"In a Major Departure, Google Shows Banner Ads in Search Results: As Google’s search advertising business faces new challenges, it is experimenting with banner ads in search results, despite past promises to users that it would never show such ads."
2013-10-25,514.9244,514.9244,505.8754,508.1076,4057618,Editing Microsoft Word Files on an Android Tablet: Google Play has several apps for working with Microsoft Word files on Android tablets.
2013-10-28,508.1076,512.2267,506.999,508.0075,2330470,E.U. Weighs Google’s Offer to Highlight Its Rivals’ Services: Competitors are unhappy with the search giant’s latest submission to resolve a long-running antitrust case with the European authorities.
2013-10-29,510.0596,518.9885,507.2568,518.6381,3213379,"Business Owners Weigh Their (Often Frustrating) Software Options: While Google offers some solutions, one owner said, she sees drawbacks: “Google keeps changing things and their privacy stuff really concerns me.”"
2013-10-30,519.2337,519.2738,513.513,515.7252,2651548,"Google Plus Aims to Become a Photo Storage and Editing Hub: Google is trying to compete with companies like Apple, Facebook and Dropbox by turning Google Plus into a service for photographers both casual and professional."
